"Number","Status","Date/Time","Qty.","Total amount","Items Description","Subtotal","Discount","Sales tax","Delivery","Total","Profits","Payment Method","Customer","Salesperson","Observation"
"9788-2","Sale","01/06/2026 1:39 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9789-2","Sale","01/06/2026 1:41 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9790-2","Sale","01/06/2026 1:58 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Crédito","","Lucas",""
"9791-2","Sale","01/06/2026 1:58 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Tarjeta Débito","","Lucas",""
"9792-2","Sale","01/06/2026 2:18 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9793-2","Sale","01/06/2026 2:30 PM",1,4,"4xCopo 250ml","44",0,0,0,"44","4","Efectivo","","Lucas",""
"9794-2","Sale","01/06/2026 2:32 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Efectivo","","Lucas",""
"9795-2","Sale","01/06/2026 2:42 PM",3,5,"2xMilkshake 500ml, 2xMilkshake 300ml, 1xÁgua sem gás ","58",0,0,0,"58","2","Pix","","Lucas",""
"9796-2","Sale","01/06/2026 2:48 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9797-2","Sale","01/06/2026 2:50 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9798-2","Sale","01/06/2026 3:02 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9799-2","Sale","01/06/2026 3:13 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9800-2","Sale","01/06/2026 3:18 PM",2,2,"1xMilkshake 300ml, 1xChurros de chocolate ","21",0,0,0,"21","3","Efectivo","","Lucas",""
"9801-2","Sale","01/06/2026 3:20 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"9802-2","Sale","01/06/2026 3:23 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9803-2","Sale","01/06/2026 3:24 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Pix","","Lucas",""
"9804-2","Sale","01/06/2026 3:26 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9805-2","Sale","01/06/2026 3:30 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"9806-2","Sale","01/06/2026 3:32 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9807-2","Sale","01/06/2026 3:33 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Efectivo","","Lucas",""
"9808-2","Sale","01/06/2026 3:35 PM",1,1,"1xCopo 200ml","9",4,0,0,"5","-3","Efectivo","","Lucas",""
"9809-2","Sale","01/06/2026 3:40 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Efectivo","","Lucas",""
"9810-2","Sale","01/06/2026 3:49 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9811-2","Sale","01/06/2026 3:50 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9812-2","Sale","01/06/2026 4:00 PM",2,3,"2xCasquinha , 1xMilkshake 400ml","28",0,0,0,"28","13","Pix","","Lucas",""
"9813-2","Sale","01/06/2026 4:03 PM",1,2,"2xMilkshake 400ml","28",0,0,0,"28","2","Tarjeta Débito","","Lucas",""
"9814-2","Sale","01/06/2026 4:05 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"9815-2","Sale","01/06/2026 4:06 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Efectivo","","Lucas",""
"9816-2","Sale","01/06/2026 4:11 PM",1,3,"3xCopo 150ml","21",0,0,0,"21","3","Tarjeta Débito","","Lucas",""
"9817-2","Sale","01/06/2026 4:16 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"9818-2","Sale","01/06/2026 4:24 PM",1,3,"3xMilkshake 400ml","42",0,0,0,"42","3","Pix","","Lucas",""
"9819-2","Sale","01/06/2026 4:25 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9820-2","Sale","01/06/2026 4:30 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9821-2","Sale","01/06/2026 4:37 PM",3,7,"3xChurros doce de leite , 3xChurros de chocolate , 1xCasquinha ","67",1,0,0,"66","17","Pix","","Lucas",""
"9822-2","Sale","01/06/2026 4:38 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"9823-2","Sale","01/06/2026 4:40 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Otros","","Lucas",""
"9825-2","Sale","01/06/2026 4:56 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9826-2","Sale","01/06/2026 4:58 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"9827-2","Sale","01/06/2026 5:00 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"9828-2","Sale","01/06/2026 5:04 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9829-2","Sale","01/06/2026 5:09 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"9830-2","Sale","01/06/2026 5:14 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Crédito","","Lucas",""
"9831-2","Sale","01/06/2026 5:18 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"9832-2","Sale","01/06/2026 5:18 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Efectivo","","Lucas",""
"9833-2","Sale","01/06/2026 5:36 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9834-2","Sale","01/06/2026 5:44 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"9835-2","Sale","01/06/2026 5:47 PM",2,2,"1xChurros doce de leite , 1xCasquinha ","17",0,0,0,"17","8","Tarjeta Débito","","Lucas",""
"9836-2","Sale","01/06/2026 5:50 PM",2,4,"3xCasquinha , 1xÁgua sem gás ","25",0,0,0,"25","18","Tarjeta Débito","","Lucas",""
"9837-2","Sale","01/06/2026 5:51 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9838-2","Sale","01/06/2026 5:56 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"9839-2","Sale","01/06/2026 5:57 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9840-2","Sale","01/06/2026 6:01 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9841-2","Sale","01/06/2026 6:19 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Pix","","Lucas",""
"9842-2","Sale","01/06/2026 6:39 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Crédito","","Lucas",""
"9843-2","Sale","01/06/2026 6:53 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Tarjeta Débito","","Lucas",""
"9844-2","Sale","01/06/2026 7:14 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"9845-2","Sale","01/06/2026 7:17 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","18",0,0,0,"18","7","Tarjeta Débito","","Lucas",""
"9846-2","Sale","01/06/2026 7:23 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9847-2","Sale","01/06/2026 7:30 PM",1,1,"1xCasquinha ","7",1,0,0,"6","5","Efectivo","","Lucas",""
"9848-2","Sale","01/06/2026 8:08 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9824-2","Sale","01/06/2026 4:50 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9849-2","Sale","01/07/2026 12:45 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"9850-2","Sale","01/07/2026 1:00 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"9851-2","Sale","01/07/2026 1:20 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9852-2","Sale","01/07/2026 1:23 PM",2,3,"2xMilkshake 400ml, 1xMilkshake 300ml","39",0,0,0,"39","3","Efectivo","","Lucas",""
"9853-2","Sale","01/07/2026 1:28 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"9854-2","Sale","01/07/2026 1:45 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9855-2","Sale","01/07/2026 1:45 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"9856-2","Sale","01/07/2026 2:12 PM",2,4,"1xCascão , 3xCasquinha ","30",0,0,0,"30","25.8","Tarjeta Débito","","Lucas",""
"9857-2","Sale","01/07/2026 2:14 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Efectivo","","Lucas",""
"9859-2","Sale","01/07/2026 2:31 PM",2,2,"1xCasquinha , 1xCascão ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"9860-2","Sale","01/07/2026 2:32 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9862-2","Sale","01/07/2026 2:42 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9863-2","Sale","01/07/2026 2:43 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9864-2","Sale","01/07/2026 2:44 PM",2,2,"1xÁgua sem gás , 1xÁgua com gás ","8.5",0,0,0,"8.5","3.3","Tarjeta Débito","","Lucas",""
"9865-2","Sale","01/07/2026 2:45 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"9866-2","Sale","01/07/2026 2:49 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9870-2","Sale","01/07/2026 3:00 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"9871-2","Sale","01/07/2026 3:00 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9872-2","Sale","01/07/2026 3:04 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"9858-2","Sale","01/07/2026 2:29 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9868-2","Sale","01/07/2026 2:52 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9873-2","Sale","01/07/2026 3:10 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Otros","","Lucas",""
"9875-2","Sale","01/07/2026 3:17 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"9877-2","Sale","01/07/2026 3:24 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Tarjeta Débito","","Lucas",""
"9879-2","Sale","01/07/2026 3:28 PM",2,2,"1xMilkshake 400ml, 1xCascão ","23",0,0,0,"23","8.8","Tarjeta Débito","","Lucas",""
"9883-2","Sale","01/07/2026 3:40 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"9884-2","Sale","01/07/2026 3:40 PM",2,2,"1xMilkshake 400ml, 1xMilkshake 300ml","25",0,0,0,"25","2","Tarjeta Crédito","","Lucas",""
"9889-2","Sale","01/07/2026 3:49 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Pix","","Lucas",""
"9891-2","Sale","01/07/2026 4:01 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9892-2","Sale","01/07/2026 4:09 PM",3,5,"1xCasquinha , 2xCascão , 2xÁgua sem gás ","33",0,0,0,"33","21.6","Efectivo","","Lucas",""
"9888-2","Sale","01/07/2026 3:48 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"9890-2","Sale","01/07/2026 3:59 PM",2,3,"1xCascão , 2xMilkshake 300ml","31",0,0,0,"31","9.8","Pix","","Lucas",""
"9887-2","Sale","01/07/2026 3:46 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9886-2","Sale","01/07/2026 3:46 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9885-2","Sale","01/07/2026 3:44 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"9882-2","Sale","01/07/2026 3:39 PM",1,1,"1xCombo 3","15",0,0,0,"15","1","Tarjeta Débito","","Lucas",""
"9881-2","Sale","01/07/2026 3:31 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"9878-2","Sale","01/07/2026 3:25 PM",2,3,"1xCopo 150ml, 2xCascão ","25",0,0,0,"25","16.6","Tarjeta Crédito","","Lucas",""
"9876-2","Sale","01/07/2026 3:19 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9880-2","Sale","01/07/2026 3:30 PM",2,2,"1xChurros de chocolate , 1xChurros doce de leite ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"9874-2","Sale","01/07/2026 3:12 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"9869-2","Sale","01/07/2026 2:58 PM",2,4,"3xMilkshake 300ml, 1xÁgua sem gás ","37",0,0,0,"37","3","Pix","","Lucas",""
"9861-2","Sale","01/07/2026 2:38 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9867-2","Sale","01/07/2026 2:50 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9893-2","Sale","01/07/2026 4:19 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9894-2","Sale","01/07/2026 4:22 PM",2,4,"3xCascão , 1xCopo 200ml","36",0,0,0,"36","24.4","Tarjeta Débito","","Lucas",""
"9895-2","Sale","01/07/2026 4:26 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Tarjeta Débito","","Lucas",""
"9896-2","Sale","01/07/2026 4:40 PM",3,5,"1xCopo 150ml, 1xMilkshake 300ml, 3xCasquinha ","39",0,0,0,"39","20","Tarjeta Débito","","Lucas",""
"9898-2","Sale","01/07/2026 4:49 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Crédito","","Lucas",""
"9899-2","Sale","01/07/2026 4:50 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Crédito","","Lucas",""
"9900-2","Sale","01/07/2026 4:57 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9901-2","Sale","01/07/2026 5:04 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Pix","","Lucas",""
"9902-2","Sale","01/07/2026 5:05 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9903-2","Sale","01/07/2026 5:21 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"9904-2","Sale","01/07/2026 5:24 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"9905-2","Sale","01/07/2026 5:25 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9906-2","Sale","01/07/2026 5:29 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Pix","","Lucas",""
"9907-2","Sale","01/07/2026 5:32 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9908-2","Sale","01/07/2026 5:37 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"9909-2","Sale","01/07/2026 5:38 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9910-2","Sale","01/07/2026 5:41 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9911-2","Sale","01/07/2026 6:03 PM",3,4,"1xCasquinha , 2xCrepe suíço salgado , 1xMilkshake 300ml","38",0,0,0,"38","11","Tarjeta Débito","","Lucas",""
"9912-2","Sale","01/07/2026 6:04 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9913-2","Sale","01/07/2026 6:06 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"9914-2","Sale","01/07/2026 6:07 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"9915-2","Sale","01/07/2026 6:11 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"9916-2","Sale","01/07/2026 6:17 PM",2,3,"2xChurros de chocolate , 1xCasquinha ","27",0,0,0,"27","10","Efectivo","","Lucas",""
"9917-2","Sale","01/07/2026 6:19 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Pix","","Lucas",""
"9918-2","Sale","01/07/2026 6:21 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","18",0,0,0,"18","7","Pix","","Lucas",""
"9919-2","Sale","01/07/2026 6:36 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Pix","","Lucas",""
"9920-2","Sale","01/07/2026 7:10 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Pix","","Lucas",""
"9921-2","Sale","01/07/2026 7:18 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Efectivo","","Lucas",""
"9922-2","Sale","01/07/2026 7:41 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"9923-2","Sale","01/07/2026 7:43 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9924-2","Sale","01/07/2026 7:58 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9897-2","Sale","01/07/2026 4:48 PM",2,2,"1xCasquinha , 1xCopo 200ml","16",0,0,0,"16","7","Tarjeta Débito","","Lucas",""
"9925-1","Sale","01/08/2026 12:53 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Cash","","Lucas",""
"9926-1","Sale","01/08/2026 12:54 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
"9927-2","Sale","01/08/2026 1:03 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9928-2","Sale","01/08/2026 1:12 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9929-2","Sale","01/08/2026 1:17 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Crédito","","Lucas",""
"9930-2","Sale","01/08/2026 1:22 PM",2,3,"2xCopo 150ml, 1xÁgua com gás ","18.5",0,0,0,"18.5","5.3","Efectivo","","Lucas",""
"9931-2","Sale","01/08/2026 1:51 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9932-2","Sale","01/08/2026 2:19 PM",2,2,"1xMilkshake 400ml, 1xÁgua sem gás ","18",0,0,0,"18","1","Tarjeta Débito","","Lucas",""
"9933-2","Sale","01/08/2026 2:20 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9934-2","Sale","01/08/2026 2:26 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"9935-2","Sale","01/08/2026 2:29 PM",2,2,"1xCopo 150ml, 1xMilkshake 300ml","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"9936-2","Sale","01/08/2026 2:31 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"9937-2","Sale","01/08/2026 2:33 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"9938-2","Sale","01/08/2026 2:33 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9939-2","Sale","01/08/2026 2:37 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"9940-2","Sale","01/08/2026 2:46 PM",2,3,"2xCasquinha , 1xÁgua com gás ","18.5",0,0,0,"18.5","15.3","Tarjeta Crédito","","Lucas",""
"9941-2","Sale","01/08/2026 2:47 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"9942-2","Sale","01/08/2026 2:50 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"9943-2","Sale","01/08/2026 2:52 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"9944-2","Sale","01/08/2026 2:55 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 300ml","27",0,0,0,"27","1","Pix","","Lucas",""
"9945-2","Sale","01/08/2026 3:00 PM",3,3,"1xCasquinha , 1xCascão , 1xMilkshake 300ml","27",0,0,0,"27","14.8","Tarjeta Crédito","","Lucas",""
"9946-2","Sale","01/08/2026 3:02 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"9947-2","Sale","01/08/2026 3:05 PM",2,2,"1xCasquinha , 1xCascão ","16",0,0,0,"16","13.8","Tarjeta Débito","","Lucas",""
"9948-2","Sale","01/08/2026 3:09 PM",2,2,"1xCasquinha , 1xMilkshake 400ml","21",0,0,0,"21","7","Tarjeta Crédito","","Lucas",""
"9949-2","Sale","01/08/2026 3:12 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"9950-2","Sale","01/08/2026 3:19 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"9951-2","Sale","01/08/2026 3:25 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Tarjeta Débito","","Lucas",""
"9952-2","Sale","01/08/2026 3:27 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"9953-2","Sale","01/08/2026 3:29 PM",2,2,"1xCasquinha , 1xCrepe suíço doce","18",0,0,0,"18","9","Efectivo","","Lucas",""
"9954-2","Sale","01/08/2026 3:35 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 300ml","27",0,0,0,"27","1","Tarjeta Crédito","","Lucas",""
"9955-2","Sale","01/08/2026 3:35 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9956-2","Sale","01/08/2026 3:37 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"9957-2","Sale","01/08/2026 3:40 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9958-2","Sale","01/08/2026 3:41 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","18",0,0,0,"18","7","Pix","","Lucas",""
"9959-2","Sale","01/08/2026 3:45 PM",3,6,"2xMilkshake 400ml, 2xÁgua com gás , 2xÁgua sem gás ","45",0,0,0,"45","8.6","Efectivo","","Lucas",""
"9960-2","Sale","01/08/2026 3:48 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9961-2","Sale","01/08/2026 3:51 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"9962-2","Sale","01/08/2026 3:56 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 400ml","30",0,0,0,"30","1","Pix","","Lucas",""
"9963-2","Sale","01/08/2026 3:56 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"9964-2","Sale","01/08/2026 4:00 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Crédito","","Lucas",""
"9965-2","Sale","01/08/2026 4:08 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"9966-2","Sale","01/08/2026 4:09 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9967-2","Sale","01/08/2026 4:09 PM",2,2,"1xCombo 1, 1xCrepe suíço salgado ","25",0,0,0,"25","3","Tarjeta Débito","","Lucas",""
"9968-2","Sale","01/08/2026 4:14 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"9969-2","Sale","01/08/2026 4:17 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Otros","","Lucas",""
"9970-2","Sale","01/08/2026 4:20 PM",1,2,"2xCopo 150ml","14",0,0,0,"14","2","Tarjeta Débito","","Lucas",""
"9971-2","Sale","01/08/2026 4:21 PM",2,2,"1xMilkshake 400ml, 1xÁgua sem gás ","18",0,0,0,"18","1","Otros","","Lucas",""
"9972-2","Sale","01/08/2026 4:24 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Crédito","","Lucas",""
"9973-2","Sale","01/08/2026 4:30 PM",3,3,"1xCascão , 1xMilkshake 500ml, 1xChurros doce de leite ","35",0,0,0,"35","9.8","Tarjeta Débito","","Lucas",""
"9974-2","Sale","01/08/2026 4:31 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"9975-2","Sale","01/08/2026 4:32 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9976-2","Sale","01/08/2026 4:35 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Crédito","","Lucas",""
"9977-2","Sale","01/08/2026 4:36 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Otros","","Lucas",""
"9978-2","Sale","01/08/2026 4:41 PM",1,3,"3xÁgua sem gás ","12",0,0,0,"12",0,"Efectivo","","Lucas",""
"9979-2","Sale","01/08/2026 4:44 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9980-2","Sale","01/08/2026 4:49 PM",2,2,"1xMilkshake 400ml, 1xCasquinha ","21",0,0,0,"21","7","Pix","","Lucas",""
"9981-2","Sale","01/08/2026 4:49 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"9982-2","Sale","01/08/2026 4:50 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Crédito","","Lucas",""
"9983-2","Sale","01/08/2026 4:53 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Pix","","Lucas",""
